what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1291912791639
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1291912791656
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1291912791673
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1291912791688
started,bundle,org.eclipse.ui.intro.universal,3.2.402.r36_v20100702,"org.eclipse.ui.intro.universal",1291912791688
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1291912791699
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1291912791711
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1291912791726
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1291912791741
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1291912791756
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1291912791758
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1291912791759
os,sysinfo,,,"macosx",1291912791763
arch,sysinfo,,,"x86_64",1291912791763
ws,sysinfo,,,"cocoa",1291912791763
locale,sysinfo,,,"en_US",1291912791763
processors,sysinfo,,,"2",1291912791763
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1291912791763
java.runtime.version,sysinfo,,,"1.6.0_22-b04-307-10M3261",1291912791763
java.specification.name,sysinfo,,,"Java Platform API Specification",1291912791763
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1291912791763
java.specification.version,sysinfo,,,"1.6",1291912791763
java.vendor,sysinfo,,,"Apple Inc.",1291912791763
java.version,sysinfo,,,"1.6.0_22",1291912791763
java.vm.info,sysinfo,,,"mixed mode",1291912791763
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1291912791763
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1291912791763
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1291912791763
java.vm.specification.version,sysinfo,,,"1.0",1291912791763
java.vm.vendor,sysinfo,,,"Apple Inc.",1291912791763
java.vm.version,sysinfo,,,"17.1-b03-307",1291912791763
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291912839463
activated,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1291912839468
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291912844717
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291912845971
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1291912848854
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1291912848879
closed,view,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.internal.introview",1291912848916
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291912854545
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291912901800
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291912903320
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913003285
started,bundle,org.eclipse.ui.navigator,3.5.0.I20100601-0800,"org.eclipse.ui.navigator",1291913011120
started,bundle,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.resources",1291913011200
opened,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1291913011387
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1291913011444
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.views.showView",1291913011445
started,bundle,com.android.ide.eclipse.ddms,0.9.9.v201009221407-60953,"com.android.ide.eclipse.ddms",1291913026010
started,bundle,com.android.ide.eclipse.adt,0.9.9.v201009221407-60953,"com.android.ide.eclipse.adt",1291913026160
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913026474
started,bundle,org.eclipse.ltk.core.refactoring,3.5.100.v20100526-0800,"org.eclipse.ltk.core.refactoring",1291913026714
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1291913026728
error,log,,,"Unable to read /AndroidManifest.xml: java.io.FileNotFoundException: /AndroidManifest.xml (No such file or directory)",1291913028384
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1291913028493
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1291913028512
error,log,,,"Unable to read /AndroidManifest.xml: java.io.FileNotFoundException: /AndroidManifest.xml (No such file or directory)",1291913028516
error,log,,,"Unhandled event loop exception",1291913050219
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913062630
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1291913062639
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913069174
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913070532
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.properties",1291913070557
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1291913076186
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1291913076829
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1291913077079
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1291913077093
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1291913077107
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1291913077127
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1291913077149
